produto;marca;loja;data;quantidade;valor
smart TV;LG;Eldorado;29/8/2023;21;2500.0
smart TV;Samsung;Eldorado;29/8/2023;6;2879.99
notebook;Acer;Ibirapuera;29/8/2023;10;3440.78
notebook;Asus;Ibirapuera;29/8/2023;26;3250.87
notebook;Acer;Analia Franco;29/8/2023;13;3440.78
notebook;Asus;Analia Franco;29/8/2023;29;3250.87
notebook;Acer;Eldorado;29/8/2023;29;3440.78
notebook;Asus;Eldorado;29/8/2023;28;3250.87
geladeira;Brastemp;Ibirapuera;29/8/2023;2;4500
geladeira;Electrolux;Ibirapuera;29/8/2023;19;5000
geladeira;Brastemp;Analia Franco;29/8/2023;17;4500
geladeira;Electrolux;Analia Franco;29/8/2023;11;5000
geladeira;Brastemp;Eldorado;29/8/2023;30;4500
geladeira;Electrolux;Eldorado;29/8/2023;10;5000
lavadora;LG;Ibirapuera;29/8/2023;5;3800
lavadora;Brastemp;Ibirapuera;29/8/2023;4;2306
lavadora;LG;Analia Franco;29/8/2023;10;3800
lavadora;Brastemp;Analia Franco;29/8/2023;24;2306
lavadora;LG;Eldorado;29/8/2023;7;3800
lavadora;Brastemp;Eldorado;29/8/2023;8;2306
console;Sony;Ibirapuera;29/8/2023;15;3500
console;Nintendo;Ibirapuera;29/8/2023;21;2000
console;Sony;Analia Franco;29/8/2023;2;3500
console;Nintendo;Analia Franco;29/8/2023;17;2000
console;Sony;Eldorado;29/8/2023;19;3500
console;Nintendo;Eldorado;29/8/2023;12;2000
smartphone;Samsung;Ibirapuera;17/3/2023;3;1879.99
smartphone;Xiaomi;Ibirapuera;17/3/2023;1;1650.48
smartphone;Samsung;Analia Franco;17/3/2023;21;1879.99
smartphone;Xiaomi;Analia Franco;17/3/2023;7;1650.48
smartphone;Samsung;Eldorado;17/3/2023;20;1879.99
smartphone;Xiaomi;Eldorado;17/3/2023;14;1650.48
smart TV;LG;Ibirapuera;17/3/2023;14;2500.0
smart TV;Samsung;Ibirapuera;17/3/2023;19;2879.99
smart TV;LG;Analia Franco;17/3/2023;9;2500.0
smart TV;Samsung;Analia Franco;17/3/2023;27;2879.99
smart TV;LG;Eldorado;17/3/2023;10;2500.0
smart TV;Samsung;Eldorado;17/3/2023;22;2879.99
notebook;Acer;Ibirapuera;17/3/2023;29;3440.78
notebook;Asus;Ibirapuera;17/3/2023;17;3250.87
notebook;Acer;Analia Franco;17/3/2023;7;3440.78
notebook;Asus;Analia Franco;17/3/2023;29;3250.87
notebook;Acer;Eldorado;17/3/2023;17;3440.78
notebook;Asus;Eldorado;17/3/2023;9;3250.87
geladeira;Brastemp;Ibirapuera;17/3/2023;25;4500
geladeira;Electrolux;Ibirapuera;17/3/2023;11;5000
geladeira;Brastemp;Analia Franco;17/3/2023;24;4500
geladeira;Electrolux;Analia Franco;17/3/2023;15;5000
geladeira;Brastemp;Eldorado;17/3/2023;23;4500
geladeira;Electrolux;Eldorado;17/3/2023;29;5000
lavadora;LG;Ibirapuera;17/3/2023;4;3800
lavadora;Brastemp;Ibirapuera;17/3/2023;20;2306
lavadora;LG;Analia Franco;17/3/2023;6;3800
lavadora;Brastemp;Analia Franco;17/3/2023;20;2306
lavadora;LG;Eldorado;17/3/2023;3;3800
lavadora;Brastemp;Eldorado;17/3/2023;20;2306
console;Sony;Ibirapuera;17/3/2023;8;3500
console;Nintendo;Ibirapuera;17/3/2023;25;2000
console;Sony;Analia Franco;17/3/2023;1;3500
console;Nintendo;Analia Franco;17/3/2023;19;2000
console;Sony;Eldorado;17/3/2023;9;3500
console;Nintendo;Eldorado;17/3/2023;8;2000
smartphone;Samsung;Ibirapuera;21/11/2023;29;1879.99
smartphone;Xiaomi;Ibirapuera;21/11/2023;24;1650.48
smartphone;Samsung;Analia Franco;21/11/2023;25;1879.99
smartphone;Xiaomi;Analia Franco;21/11/2023;12;1650.48
smartphone;Samsung;Eldorado;21/11/2023;6;1879.99
smartphone;Xiaomi;Eldorado;21/11/2023;20;1650.48
smart TV;LG;Ibirapuera;21/11/2023;25;2500.0
smart TV;Samsung;Ibirapuera;21/11/2023;4;2879.99
smart TV;LG;Analia Franco;21/11/2023;9;2500.0
smart TV;Samsung;Analia Franco;21/11/2023;20;2879.99
smart TV;LG;Eldorado;21/11/2023;25;2500.0
smart TV;Samsung;Eldorado;21/11/2023;21;2879.99
notebook;Acer;Ibirapuera;21/11/2023;29;3440.78
notebook;Asus;Ibirapuera;21/11/2023;5;3250.87
notebook;Acer;Analia Franco;21/11/2023;24;3440.78
notebook;Asus;Analia Franco;21/11/2023;22;3250.87
notebook;Acer;Eldorado;21/11/2023;20;3440.78
notebook;Asus;Eldorado;21/11/2023;27;3250.87
geladeira;Brastemp;Ibirapuera;21/11/2023;15;4500
geladeira;Electrolux;Ibirapuera;21/11/2023;18;5000
geladeira;Brastemp;Analia Franco;21/11/2023;8;4500
geladeira;Electrolux;Analia Franco;21/11/2023;24;5000
geladeira;Brastemp;Eldorado;21/11/2023;24;4500
geladeira;Electrolux;Eldorado;21/11/2023;29;5000
lavadora;LG;Ibirapuera;21/11/2023;9;3800
lavadora;Brastemp;Ibirapuera;21/11/2023;25;2306
lavadora;LG;Analia Franco;21/11/2023;6;3800
lavadora;Brastemp;Analia Franco;21/11/2023;15;2306
lavadora;LG;Eldorado;21/11/2023;26;3800
lavadora;Brastemp;Eldorado;21/11/2023;30;2306
console;Sony;Ibirapuera;21/11/2023;29;3500
console;Nintendo;Ibirapuera;21/11/2023;18;2000
console;Sony;Analia Franco;21/11/2023;19;3500
console;Nintendo;Analia Franco;21/11/2023;9;2000
console;Sony;Eldorado;21/11/2023;29;3500
console;Nintendo;Eldorado;21/11/2023;1;2000
smartphone;Samsung;Ibirapuera;27/2/2023;16;1879.99
smartphone;Xiaomi;Ibirapuera;27/2/2023;14;1650.48
smartphone;Samsung;Analia Franco;27/2/2023;9;1879.99
smartphone;Xiaomi;Analia Franco;27/2/2023;8;1650.48
smartphone;Samsung;Eldorado;27/2/2023;6;1879.99
smartphone;Xiaomi;Eldorado;27/2/2023;27;1650.48
smart TV;LG;Ibirapuera;27/2/2023;12;2500.0
smart TV;Samsung;Ibirapuera;27/2/2023;14;2879.99
smart TV;LG;Analia Franco;27/2/2023;1;2500.0
smart TV;Samsung;Analia Franco;27/2/2023;1;2879.99
smart TV;LG;Eldorado;27/2/2023;22;2500.0
smart TV;Samsung;Eldorado;27/2/2023;1;2879.99
notebook;Acer;Ibirapuera;27/2/2023;12;3440.78
notebook;Asus;Ibirapuera;27/2/2023;24;3250.87
notebook;Acer;Analia Franco;27/2/2023;29;3440.78
notebook;Asus;Analia Franco;27/2/2023;5;3250.87
notebook;Acer;Eldorado;27/2/2023;11;3440.78
notebook;Asus;Eldorado;27/2/2023;13;3250.87
geladeira;Brastemp;Ibirapuera;27/2/2023;27;4500
geladeira;Electrolux;Ibirapuera;27/2/2023;19;5000
geladeira;Brastemp;Analia Franco;27/2/2023;2;4500
geladeira;Electrolux;Analia Franco;27/2/2023;19;5000
geladeira;Brastemp;Eldorado;27/2/2023;29;4500
geladeira;Electrolux;Eldorado;27/2/2023;26;5000
lavadora;LG;Ibirapuera;27/2/2023;15;3800
lavadora;Brastemp;Ibirapuera;27/2/2023;14;2306
lavadora;LG;Analia Franco;27/2/2023;27;3800
lavadora;Brastemp;Analia Franco;27/2/2023;19;2306
lavadora;LG;Eldorado;27/2/2023;26;3800
lavadora;Brastemp;Eldorado;27/2/2023;30;2306
console;Sony;Ibirapuera;27/2/2023;11;3500
console;Nintendo;Ibirapuera;27/2/2023;15;2000
console;Sony;Analia Franco;27/2/2023;16;3500
console;Nintendo;Analia Franco;27/2/2023;14;2000
console;Sony;Eldorado;27/2/2023;5;3500
console;Nintendo;Eldorado;27/2/2023;1;2000
smartphone;Samsung;Ibirapuera;19/1/2023;13;1879.99
smartphone;Xiaomi;Ibirapuera;19/1/2023;18;1650.48
smartphone;Samsung;Analia Franco;19/1/2023;3;1879.99
smartphone;Xiaomi;Analia Franco;19/1/2023;7;1650.48
smartphone;Samsung;Eldorado;19/1/2023;2;1879.99
smartphone;Xiaomi;Eldorado;19/1/2023;11;1650.48
smart TV;LG;Ibirapuera;19/1/2023;23;2500.0
smart TV;Samsung;Ibirapuera;19/1/2023;30;2879.99
smart TV;LG;Analia Franco;19/1/2023;11;2500.0
smart TV;Samsung;Analia Franco;19/1/2023;30;2879.99
smart TV;LG;Eldorado;19/1/2023;21;2500.0
smart TV;Samsung;Eldorado;19/1/2023;25;2879.99
notebook;Acer;Ibirapuera;19/1/2023;26;3440.78
notebook;Asus;Ibirapuera;19/1/2023;3;3250.87
notebook;Acer;Analia Franco;19/1/2023;29;3440.78
notebook;Asus;Analia Franco;19/1/2023;26;3250.87
notebook;Acer;Eldorado;19/1/2023;30;3440.78
notebook;Asus;Eldorado;19/1/2023;2;3250.87
geladeira;Brastemp;Ibirapuera;19/1/2023;14;4500
geladeira;Electrolux;Ibirapuera;19/1/2023;25;5000
geladeira;Brastemp;Analia Franco;19/1/2023;12;4500
geladeira;Electrolux;Analia Franco;19/1/2023;18;5000
geladeira;Brastemp;Eldorado;19/1/2023;25;4500
geladeira;Electrolux;Eldorado;19/1/2023;1;5000
lavadora;LG;Ibirapuera;19/1/2023;26;3800
lavadora;Brastemp;Ibirapuera;19/1/2023;23;2306
lavadora;LG;Analia Franco;19/1/2023;28;3800
lavadora;Brastemp;Analia Franco;19/1/2023;16;2306
lavadora;LG;Eldorado;19/1/2023;26;3800
lavadora;Brastemp;Eldorado;19/1/2023;19;2306
console;Sony;Ibirapuera;19/1/2023;13;3500
console;Nintendo;Ibirapuera;19/1/2023;20;2000
console;Sony;Analia Franco;19/1/2023;3;3500
console;Nintendo;Analia Franco;19/1/2023;11;2000
console;Sony;Eldorado;19/1/2023;8;3500
console;Nintendo;Eldorado;19/1/2023;30;2000
smartphone;Samsung;Ibirapuera;19/2/2023;3;1879.99
smartphone;Xiaomi;Ibirapuera;19/2/2023;30;1650.48
smartphone;Samsung;Analia Franco;19/2/2023;6;1879.99
smartphone;Xiaomi;Analia Franco;19/2/2023;15;1650.48
smartphone;Samsung;Eldorado;19/2/2023;10;1879.99
smartphone;Xiaomi;Eldorado;19/2/2023;3;1650.48
smart TV;LG;Ibirapuera;19/2/2023;19;2500.0
smart TV;Samsung;Ibirapuera;19/2/2023;30;2879.99
smart TV;LG;Analia Franco;19/2/2023;24;2500.0
smart TV;Samsung;Analia Franco;19/2/2023;25;2879.99
smart TV;LG;Eldorado;19/2/2023;7;2500.0
smart TV;Samsung;Eldorado;19/2/2023;5;2879.99
notebook;Acer;Ibirapuera;19/2/2023;30;3440.78
notebook;Asus;Ibirapuera;19/2/2023;16;3250.87
notebook;Acer;Analia Franco;19/2/2023;20;3440.78
notebook;Asus;Analia Franco;19/2/2023;17;3250.87
notebook;Acer;Eldorado;19/2/2023;24;3440.78
notebook;Asus;Eldorado;19/2/2023;12;3250.87
geladeira;Brastemp;Ibirapuera;19/2/2023;4;4500
geladeira;Electrolux;Ibirapuera;19/2/2023;6;5000
geladeira;Brastemp;Analia Franco;19/2/2023;22;4500
geladeira;Electrolux;Analia Franco;19/2/2023;8;5000
geladeira;Brastemp;Eldorado;19/2/2023;30;4500
geladeira;Electrolux;Eldorado;19/2/2023;27;5000
lavadora;LG;Ibirapuera;19/2/2023;19;3800
lavadora;Brastemp;Ibirapuera;19/2/2023;5;2306
lavadora;LG;Analia Franco;19/2/2023;28;3800
lavadora;Brastemp;Analia Franco;19/2/2023;13;2306
lavadora;LG;Eldorado;19/2/2023;11;3800
lavadora;Brastemp;Eldorado;19/2/2023;26;2306
console;Sony;Ibirapuera;19/2/2023;13;3500
console;Nintendo;Ibirapuera;19/2/2023;21;2000
console;Sony;Analia Franco;19/2/2023;1;3500
console;Nintendo;Analia Franco;19/2/2023;16;2000
console;Sony;Eldorado;19/2/2023;3;3500
console;Nintendo;Eldorado;19/2/2023;19;2000
smartphone;Samsung;Ibirapuera;18/4/2023;25;1879.99
smartphone;Xiaomi;Ibirapuera;18/4/2023;15;1650.48
smartphone;Samsung;Analia Franco;18/4/2023;7;1879.99
smartphone;Xiaomi;Analia Franco;18/4/2023;18;1650.48
smartphone;Samsung;Eldorado;18/4/2023;13;1879.99
smartphone;Xiaomi;Eldorado;18/4/2023;19;1650.48
smart TV;LG;Ibirapuera;18/4/2023;30;2500.0
smart TV;Samsung;Ibirapuera;18/4/2023;3;2879.99
smart TV;LG;Analia Franco;18/4/2023;29;2500.0
smart TV;Samsung;Analia Franco;18/4/2023;5;2879.99
smart TV;LG;Eldorado;18/4/2023;17;2500.0
smart TV;Samsung;Eldorado;18/4/2023;19;2879.99
notebook;Acer;Ibirapuera;18/4/2023;27;3440.78
notebook;Asus;Ibirapuera;18/4/2023;8;3250.87
notebook;Acer;Analia Franco;18/4/2023;11;3440.78
notebook;Asus;Analia Franco;18/4/2023;13;3250.87
notebook;Acer;Eldorado;18/4/2023;19;3440.78
notebook;Asus;Eldorado;18/4/2023;19;3250.87
geladeira;Brastemp;Ibirapuera;18/4/2023;26;4500
geladeira;Electrolux;Ibirapuera;18/4/2023;5;5000
geladeira;Brastemp;Analia Franco;18/4/2023;3;4500
geladeira;Electrolux;Analia Franco;18/4/2023;22;5000
geladeira;Brastemp;Eldorado;18/4/2023;12;4500
geladeira;Electrolux;Eldorado;18/4/2023;29;5000
lavadora;LG;Ibirapuera;18/4/2023;22;3800
lavadora;Brastemp;Ibirapuera;18/4/2023;22;2306
lavadora;LG;Analia Franco;18/4/2023;8;3800
lavadora;Brastemp;Analia Franco;18/4/2023;7;2306
lavadora;LG;Eldorado;18/4/2023;25;3800
lavadora;Brastemp;Eldorado;18/4/2023;24;2306
console;Sony;Ibirapuera;18/4/2023;22;3500
console;Nintendo;Ibirapuera;18/4/2023;11;2000
console;Sony;Analia Franco;18/4/2023;27;3500
console;Nintendo;Analia Franco;18/4/2023;16;2000
console;Sony;Eldorado;18/4/2023;18;3500
console;Nintendo;Eldorado;18/4/2023;1;2000
smartphone;Samsung;Ibirapuera;13/12/2023;3;1879.99
smartphone;Xiaomi;Ibirapuera;13/12/2023;14;1650.48
smartphone;Samsung;Analia Franco;13/12/2023;20;1879.99
smartphone;Xiaomi;Analia Franco;13/12/2023;22;1650.48
smartphone;Samsung;Eldorado;13/12/2023;9;1879.99
smartphone;Xiaomi;Eldorado;13/12/2023;15;1650.48
smart TV;LG;Ibirapuera;13/12/2023;15;2500.0
smart TV;Samsung;Ibirapuera;13/12/2023;7;2879.99
smart TV;LG;Analia Franco;13/12/2023;24;2500.0
smart TV;Samsung;Analia Franco;13/12/2023;3;2879.99
smart TV;LG;Eldorado;13/12/2023;6;2500.0
smart TV;Samsung;Eldorado;13/12/2023;4;2879.99
notebook;Acer;Ibirapuera;13/12/2023;26;3440.78
notebook;Asus;Ibirapuera;13/12/2023;11;3250.87
notebook;Acer;Analia Franco;13/12/2023;12;3440.78
notebook;Asus;Analia Franco;13/12/2023;23;3250.87
notebook;Acer;Eldorado;13/12/2023;15;3440.78
notebook;Asus;Eldorado;13/12/2023;19;3250.87
geladeira;Brastemp;Ibirapuera;13/12/2023;22;4500
geladeira;Electrolux;Ibirapuera;13/12/2023;12;5000
geladeira;Brastemp;Analia Franco;13/12/2023;19;4500
geladeira;Electrolux;Analia Franco;13/12/2023;11;5000
geladeira;Brastemp;Eldorado;13/12/2023;27;4500
geladeira;Electrolux;Eldorado;13/12/2023;26;5000
lavadora;LG;Ibirapuera;13/12/2023;8;3800
lavadora;Brastemp;Ibirapuera;13/12/2023;17;2306
lavadora;LG;Analia Franco;13/12/2023;23;3800
lavadora;Brastemp;Analia Franco;13/12/2023;10;2306
lavadora;LG;Eldorado;13/12/2023;22;3800
lavadora;Brastemp;Eldorado;13/12/2023;27;2306
console;Sony;Ibirapuera;13/12/2023;17;3500
console;Nintendo;Ibirapuera;13/12/2023;3;2000
console;Sony;Analia Franco;13/12/2023;29;3500
console;Nintendo;Analia Franco;13/12/2023;12;2000
console;Sony;Eldorado;13/12/2023;10;3500
console;Nintendo;Eldorado;13/12/2023;29;2000
smartphone;Samsung;Ibirapuera;17/5/2023;28;1879.99
smartphone;Xiaomi;Ibirapuera;17/5/2023;28;1650.48
smartphone;Samsung;Analia Franco;17/5/2023;11;1879.99
smartphone;Xiaomi;Analia Franco;17/5/2023;16;1650.48
smartphone;Samsung;Eldorado;17/5/2023;29;1879.99
smartphone;Xiaomi;Eldorado;17/5/2023;1;1650.48
smart TV;LG;Ibirapuera;17/5/2023;16;2500.0
smart TV;Samsung;Ibirapuera;17/5/2023;12;2879.99
smart TV;LG;Analia Franco;17/5/2023;13;2500.0
smart TV;Samsung;Analia Franco;17/5/2023;2;2879.99
smart TV;LG;Eldorado;17/5/2023;30;2500.0
smart TV;Samsung;Eldorado;17/5/2023;26;2879.99
notebook;Acer;Ibirapuera;17/5/2023;22;3440.78
notebook;Asus;Ibirapuera;17/5/2023;21;3250.87
notebook;Acer;Analia Franco;17/5/2023;29;3440.78
notebook;Asus;Analia Franco;17/5/2023;19;3250.87
notebook;Acer;Eldorado;17/5/2023;3;3440.78
notebook;Asus;Eldorado;17/5/2023;4;3250.87
geladeira;Brastemp;Ibirapuera;17/5/2023;20;4500
geladeira;Electrolux;Ibirapuera;17/5/2023;7;5000
geladeira;Brastemp;Analia Franco;17/5/2023;22;4500
geladeira;Electrolux;Analia Franco;17/5/2023;30;5000
geladeira;Brastemp;Eldorado;17/5/2023;21;4500
geladeira;Electrolux;Eldorado;17/5/2023;27;5000
lavadora;LG;Ibirapuera;17/5/2023;21;3800
lavadora;Brastemp;Ibirapuera;17/5/2023;19;2306
lavadora;LG;Analia Franco;17/5/2023;3;3800
lavadora;Brastemp;Analia Franco;17/5/2023;19;2306
lavadora;LG;Eldorado;17/5/2023;9;3800
lavadora;Brastemp;Eldorado;17/5/2023;8;2306
console;Sony;Ibirapuera;17/5/2023;2;3500
console;Nintendo;Ibirapuera;17/5/2023;1;2000
console;Sony;Analia Franco;17/5/2023;2;3500
console;Nintendo;Analia Franco;17/5/2023;20;2000
console;Sony;Eldorado;17/5/2023;7;3500
console;Nintendo;Eldorado;17/5/2023;10;2000
smartphone;Samsung;Ibirapuera;20/11/2023;5;1879.99
smartphone;Xiaomi;Ibirapuera;20/11/2023;26;1650.48
smartphone;Samsung;Analia Franco;20/11/2023;1;1879.99
smartphone;Xiaomi;Analia Franco;20/11/2023;9;1650.48
smartphone;Samsung;Eldorado;20/11/2023;28;1879.99
smartphone;Xiaomi;Eldorado;20/11/2023;11;1650.48
smart TV;LG;Ibirapuera;20/11/2023;7;2500.0
smart TV;Samsung;Ibirapuera;20/11/2023;29;2879.99
smart TV;LG;Analia Franco;20/11/2023;17;2500.0
smart TV;Samsung;Analia Franco;20/11/2023;25;2879.99
smart TV;LG;Eldorado;20/11/2023;5;2500.0
smart TV;Samsung;Eldorado;20/11/2023;19;2879.99
notebook;Acer;Ibirapuera;20/11/2023;3;3440.78
notebook;Asus;Ibirapuera;20/11/2023;17;3250.87
notebook;Acer;Analia Franco;20/11/2023;30;3440.78
notebook;Asus;Analia Franco;20/11/2023;12;3250.87
notebook;Acer;Eldorado;20/11/2023;15;3440.78
notebook;Asus;Eldorado;20/11/2023;30;3250.87
geladeira;Brastemp;Ibirapuera;20/11/2023;27;4500
geladeira;Electrolux;Ibirapuera;20/11/2023;23;5000
geladeira;Brastemp;Analia Franco;20/11/2023;4;4500
geladeira;Electrolux;Analia Franco;20/11/2023;25;5000
geladeira;Brastemp;Eldorado;20/11/2023;5;4500
geladeira;Electrolux;Eldorado;20/11/2023;12;5000
lavadora;LG;Ibirapuera;20/11/2023;13;3800
lavadora;Brastemp;Ibirapuera;20/11/2023;21;2306
lavadora;LG;Analia Franco;20/11/2023;28;3800
lavadora;Brastemp;Analia Franco;20/11/2023;9;2306
lavadora;LG;Eldorado;20/11/2023;6;3800
lavadora;Brastemp;Eldorado;20/11/2023;6;2306
console;Sony;Ibirapuera;20/11/2023;12;3500
console;Nintendo;Ibirapuera;20/11/2023;9;2000
console;Sony;Analia Franco;20/11/2023;4;3500
console;Nintendo;Analia Franco;20/11/2023;2;2000
console;Sony;Eldorado;20/11/2023;23;3500
console;Nintendo;Eldorado;20/11/2023;13;2000
smartphone;Samsung;Ibirapuera;25/1/2023;2;1879.99
smartphone;Xiaomi;Ibirapuera;25/1/2023;18;1650.48
smartphone;Samsung;Analia Franco;25/1/2023;23;1879.99
smartphone;Xiaomi;Analia Franco;25/1/2023;21;1650.48
smartphone;Samsung;Eldorado;25/1/2023;24;1879.99
smartphone;Xiaomi;Eldorado;25/1/2023;30;1650.48
smart TV;LG;Ibirapuera;25/1/2023;19;2500.0
smart TV;Samsung;Ibirapuera;25/1/2023;12;2879.99
smart TV;LG;Analia Franco;25/1/2023;5;2500.0
smart TV;Samsung;Analia Franco;25/1/2023;14;2879.99
smart TV;LG;Eldorado;25/1/2023;16;2500.0
smart TV;Samsung;Eldorado;25/1/2023;27;2879.99
notebook;Acer;Ibirapuera;25/1/2023;12;3440.78
notebook;Asus;Ibirapuera;25/1/2023;8;3250.87
notebook;Acer;Analia Franco;25/1/2023;10;3440.78
notebook;Asus;Analia Franco;25/1/2023;24;3250.87
notebook;Acer;Eldorado;25/1/2023;23;3440.78
notebook;Asus;Eldorado;25/1/2023;14;3250.87
geladeira;Brastemp;Ibirapuera;25/1/2023;2;4500
geladeira;Electrolux;Ibirapuera;25/1/2023;23;5000
geladeira;Brastemp;Analia Franco;25/1/2023;2;4500
geladeira;Electrolux;Analia Franco;25/1/2023;3;5000
geladeira;Brastemp;Eldorado;25/1/2023;11;4500
geladeira;Electrolux;Eldorado;25/1/2023;26;5000
lavadora;LG;Ibirapuera;25/1/2023;20;3800
lavadora;Brastemp;Ibirapuera;25/1/2023;4;2306
lavadora;LG;Analia Franco;25/1/2023;12;3800
lavadora;Brastemp;Analia Franco;25/1/2023;2;2306
lavadora;LG;Eldorado;25/1/2023;17;3800
lavadora;Brastemp;Eldorado;25/1/2023;20;2306
console;Sony;Ibirapuera;25/1/2023;7;3500
console;Nintendo;Ibirapuera;25/1/2023;7;2000
console;Sony;Analia Franco;25/1/2023;27;3500
console;Nintendo;Analia Franco;25/1/2023;17;2000
console;Sony;Eldorado;25/1/2023;29;3500
console;Nintendo;Eldorado;25/1/2023;16;2000
smartphone;Samsung;Ibirapuera;19/4/2023;18;1879.99
smartphone;Xiaomi;Ibirapuera;19/4/2023;23;1650.48
smartphone;Samsung;Analia Franco;19/4/2023;3;1879.99
smartphone;Xiaomi;Analia Franco;19/4/2023;25;1650.48
smartphone;Samsung;Eldorado;19/4/2023;7;1879.99
smartphone;Xiaomi;Eldorado;19/4/2023;2;1650.48
smart TV;LG;Ibirapuera;19/4/2023;4;2500.0
smart TV;Samsung;Ibirapuera;19/4/2023;7;2879.99
smart TV;LG;Analia Franco;19/4/2023;9;2500.0
smart TV;Samsung;Analia Franco;19/4/2023;27;2879.99
smart TV;LG;Eldorado;19/4/2023;15;2500.0
smart TV;Samsung;Eldorado;19/4/2023;10;2879.99
notebook;Acer;Ibirapuera;19/4/2023;28;3440.78
notebook;Asus;Ibirapuera;19/4/2023;19;3250.87
notebook;Acer;Analia Franco;19/4/2023;6;3440.78
notebook;Asus;Analia Franco;19/4/2023;21;3250.87
notebook;Acer;Eldorado;19/4/2023;30;3440.78
notebook;Asus;Eldorado;19/4/2023;2;3250.87
geladeira;Brastemp;Ibirapuera;19/4/2023;21;4500
geladeira;Electrolux;Ibirapuera;19/4/2023;11;5000
geladeira;Brastemp;Analia Franco;19/4/2023;21;4500
geladeira;Electrolux;Analia Franco;19/4/2023;22;5000
geladeira;Brastemp;Eldorado;19/4/2023;11;4500
geladeira;Electrolux;Eldorado;19/4/2023;18;5000
lavadora;LG;Ibirapuera;19/4/2023;15;3800
lavadora;Brastemp;Ibirapuera;19/4/2023;24;2306
lavadora;LG;Analia Franco;19/4/2023;3;3800
lavadora;Brastemp;Analia Franco;19/4/2023;3;2306
lavadora;LG;Eldorado;19/4/2023;27;3800
lavadora;Brastemp;Eldorado;19/4/2023;6;2306
console;Sony;Ibirapuera;19/4/2023;30;3500
console;Nintendo;Ibirapuera;19/4/2023;4;2000
console;Sony;Analia Franco;19/4/2023;6;3500
console;Nintendo;Analia Franco;19/4/2023;22;2000
console;Sony;Eldorado;19/4/2023;28;3500
console;Nintendo;Eldorado;19/4/2023;9;2000
smartphone;Samsung;Ibirapuera;24/11/2023;10;1879.99
smartphone;Xiaomi;Ibirapuera;24/11/2023;23;1650.48
smartphone;Samsung;Analia Franco;24/11/2023;20;1879.99
smartphone;Xiaomi;Analia Franco;24/11/2023;27;1650.48
smartphone;Samsung;Eldorado;24/11/2023;30;1879.99
smartphone;Xiaomi;Eldorado;24/11/2023;6;1650.48
smart TV;LG;Ibirapuera;24/11/2023;25;2500.0
smart TV;Samsung;Ibirapuera;24/11/2023;15;2879.99
smart TV;LG;Analia Franco;24/11/2023;19;2500.0
smart TV;Samsung;Analia Franco;24/11/2023;9;2879.99
smart TV;LG;Eldorado;24/11/2023;12;2500.0
smart TV;Samsung;Eldorado;24/11/2023;11;2879.99
notebook;Acer;Ibirapuera;24/11/2023;8;3440.78
notebook;Asus;Ibirapuera;24/11/2023;11;3250.87
notebook;Acer;Analia Franco;24/11/2023;7;3440.78
notebook;Asus;Analia Franco;24/11/2023;29;3250.87
notebook;Acer;Eldorado;24/11/2023;5;3440.78
notebook;Asus;Eldorado;24/11/2023;4;3250.87
geladeira;Brastemp;Ibirapuera;24/11/2023;26;4500
geladeira;Electrolux;Ibirapuera;24/11/2023;2;5000
geladeira;Brastemp;Analia Franco;24/11/2023;25;4500
geladeira;Electrolux;Analia Franco;24/11/2023;16;5000
geladeira;Brastemp;Eldorado;24/11/2023;19;4500
geladeira;Electrolux;Eldorado;24/11/2023;26;5000
lavadora;LG;Ibirapuera;24/11/2023;30;3800
lavadora;Brastemp;Ibirapuera;24/11/2023;9;2306
lavadora;LG;Analia Franco;24/11/2023;21;3800
lavadora;Brastemp;Analia Franco;24/11/2023;13;2306
lavadora;LG;Eldorado;24/11/2023;5;3800
lavadora;Brastemp;Eldorado;24/11/2023;26;2306
console;Sony;Ibirapuera;24/11/2023;1;3500
console;Nintendo;Ibirapuera;24/11/2023;8;2000
console;Sony;Analia Franco;24/11/2023;11;3500
console;Nintendo;Analia Franco;24/11/2023;30;2000
console;Sony;Eldorado;24/11/2023;9;3500
console;Nintendo;Eldorado;24/11/2023;24;2000
smartphone;Samsung;Ibirapuera;24/1/2023;11;1879.99
smartphone;Xiaomi;Ibirapuera;24/1/2023;2;1650.48
smartphone;Samsung;Analia Franco;24/1/2023;24;1879.99
smartphone;Xiaomi;Analia Franco;24/1/2023;9;1650.48
smartphone;Samsung;Eldorado;24/1/2023;14;1879.99
smartphone;Xiaomi;Eldorado;24/1/2023;20;1650.48
smart TV;LG;Ibirapuera;24/1/2023;23;2500.0
smart TV;Samsung;Ibirapuera;24/1/2023;11;2879.99
smart TV;LG;Analia Franco;24/1/2023;7;2500.0
smart TV;Samsung;Analia Franco;24/1/2023;24;2879.99
smart TV;LG;Eldorado;24/1/2023;12;2500.0
smart TV;Samsung;Eldorado;24/1/2023;6;2879.99
notebook;Acer;Ibirapuera;24/1/2023;19;3440.78
notebook;Asus;Ibirapuera;24/1/2023;5;3250.87
notebook;Acer;Analia Franco;24/1/2023;29;3440.78
notebook;Asus;Analia Franco;24/1/2023;12;3250.87
notebook;Acer;Eldorado;24/1/2023;14;3440.78
notebook;Asus;Eldorado;24/1/2023;24;3250.87
geladeira;Brastemp;Ibirapuera;24/1/2023;16;4500
